origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
"ROCK ISLAND, IL",IA SW,IA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"BILLINGS, MT",MT E,MT,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,6.5,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"INOLA, OK",MO NW,MO,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.4,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",MO SE,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"JEFFERSONVILLE, IN",IA NW,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"SERGEANT BLUFF, IA",IA NW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"SERGEANT BLUFF, IA",MN C,MN,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"CINCINNATI, OH",IA SW,IA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
,MN,MN,ORIGIN,$/MI,300,350,AMMONIA,FALL 2023,2023-08-18,6.9,20,MN|#|ORIGIN|#|AMMONIA|#|$/MI|#|300|#|350|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SAINT LOUIS, MO",MO SE,MO,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4.5,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"BILLINGS, MT",ID W,ID,DESTINATION,$/MI,0,60,UREA,2024 Q1,2023-09-28,18,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT LOUIS, MO",IL W,IL,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
,OK,OK,ORIGIN,$/ST,0,10,UAN,2023 Q4,2023-08-18,11,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|0|#|10|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ENID, OK",CO E,CO,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.8,25,"CO E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",IL E,IL,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",KS SW,KS,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,3.4,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",NE NW,NE,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SERGEANT BLUFF, IA",IA SW,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
,MN,MN,ORIGIN,$/MI,100,150,10-34-0,2023 Q4,2023-08-18,4.9,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|100|#|150|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",KS NW,KS,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,0,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
,ND,ND,ORIGIN,$/MI,90,100,UAN,2023 Q4,2023-08-18,5.7,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|90|#|100|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WILMINGTON, NC",NC NE,NC,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,5,25,"NC NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BURLEY, ID",OR E,OR,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,KS/OK/MO,KS,ORIGIN,$/ST,20,30,AMMONIA,FALL 2023,2023-08-18,22.8,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|20|#|30|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"ROCK ISLAND, IL",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
,ND,ND,ORIGIN,$/MI,150,200,10-34-0,2023 Q4,2023-08-18,5.2,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|150|#|200|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",MN C,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,0,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
,MN,MN,ORIGIN,$/MI,80,90,UAN,2023 Q4,2023-08-18,5.3,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|80|#|90|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"SAINT PAUL, MN",WI N,WI,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
,KS/OK/MO,OK,ORIGIN,$/ST,10,20,AMMONIA,FALL 2023,2023-08-18,22,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|10|#|20|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,KS/OK/MO,MO,ORIGIN,$/ST,50,60,AMMONIA,FALL 2023,2023-08-18,28.05,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|50|#|60|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"ENID, OK",KS SW,KS,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,3.4,25,"KS SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",TX NE,TX,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",TX NE,TX,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"SAINT PAUL, MN",WI N,WI,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"OTTAWA, IL",IA NE,IA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"SAINT PAUL, MN",IA NW,IA,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"ENID, OK",OK NW,OK,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.3,25,"OK NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",CO W,CO,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.5,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",TX S,TX,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"TX S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"BURLEY, ID",UT NW,UT,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"ENID, OK",TX NW,TX,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"BILLINGS, MT",WA W,WA,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",UT NW,UT,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"WILMINGTON, NC",SC E,SC,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"SC E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
"BURLEY, ID",ID W,ID,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"MOORLAND, IA",IL E,IL,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"IL E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"BILLINGS, MT",ID E,ID,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,6.5,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BURLEY, ID",OR E,OR,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-08-18,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"ENID, OK",OK NW,OK,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"OK NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",MO SW,MO,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"OTTAWA, IL",IL W,IL,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,MN,MN,ORIGIN,$/MI,150,200,ATS,2023 Q4,2023-08-18,4.8,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|150|#|200|#|2023 Q4|#|2023-08-18|#|,2023-08-18
,MN,MN,ORIGIN,$/ST,70,80,AMMONIA,FALL 2023,2023-08-18,33.95,20,MN|#|ORIGIN|#|AMMONIA|#|$/ST|#|70|#|80|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"CINCINNATI, OH",MN S,MN,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BURLEY, ID",WY E,WY,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"BILLINGS, MT",ID E,ID,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,6.5,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",NE NW,NE,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",NE C,NE,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.4,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
,OK,OK,ORIGIN,$/MI,200,300,10-34-0,2023 Q4,2023-08-18,4.7,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|200|#|300|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"WILMINGTON, NC",SC E,SC,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,5,25,"SC E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WILMINGTON, NC",2023-09-28
,IA,IA,ORIGIN,$/MI,250,300,AMMONIA,FALL 2023,2023-08-18,6.75,20,IA|#|ORIGIN|#|AMMONIA|#|$/MI|#|250|#|300|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",NE NW,NE,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",MO SW,MO,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,3.5,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"CINCINNATI, OH",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BILLINGS, MT",ID E,ID,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,18,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BURLEY, ID",UT NW,UT,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,18,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",OK SE,OK,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4.15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",MN N,MN,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"ENID, OK",MO NE,MO,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"ENID, OK",TX NE,TX,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"BILLINGS, MT",OR W,OR,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4.5,25,"OR W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,KS/OK/MO,KS,ORIGIN,$/ST,0,10,AMMONIA,FALL 2023,2023-08-18,21.45,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|0|#|10|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",ID C,ID,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,18,25,"ID C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"CINCINNATI, OH",MN S,MN,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"SAINT LOUIS, MO",MO NW,MO,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"MO NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"INOLA, OK",CO W,CO,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"CO W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",MN C,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"SAINT PAUL, MN",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BURLEY, ID",MT E,MT,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"MT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SERGEANT BLUFF, IA",IA NW,IA,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"ENID, OK",KS NW,KS,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,KS,KS,ORIGIN,$/ST,30,40,UAN,2023 Q4,2023-08-18,12.5,25,KS|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|30|#|40|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",WA E,WA,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"BILLINGS, MT",WA E,WA,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",TX NW,TX,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,ND,ND,ORIGIN,$/MI,300,9999999,UAN,2023 Q4,2023-08-18,4.9,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|300|#|9999999|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",WY E,WY,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,18,25,"WY E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"BURLEY, ID",ID E,ID,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,6.25,25,"ID E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BURLEY, ID",2023-09-28
"ENID, OK",OK SE,OK,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"WINONA, MN",IA NE,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"SAINT LOUIS, MO",MO SE,MO,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,4.5,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"ROCK ISLAND, IL",WI N,WI,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"SERGEANT BLUFF, IA",NE SE,NE,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
