origin,region,state,regionType,uom,mileLower,mileUpper,productType,season,entryDate,amount,tons,id,last_update_date
"MOORLAND, IA",MN N,MN,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"BURLEY, ID",OR E,OR,DESTINATION,$/MI,60,9999,SUPERU,2024 Q1,2023-09-28,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"SAINT LOUIS, MO",MO NE,MO,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
,MN,MN,ORIGIN,$/MI,100,150,AMMONIA,FALL 2023,2023-08-18,7.65,20,MN|#|ORIGIN|#|AMMONIA|#|$/MI|#|100|#|150|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,IA,IA,ORIGIN,$/ST,10,20,10-34-0,2023 Q4,2023-08-18,8.5,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|10|#|20|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",WA E,WA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,18,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",MO SE,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",TX NW,TX,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"TX NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"WINONA, MN",WI SE,WI,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"BURLEY, ID",WY N,WY,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,6.25,25,"WY N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"INOLA, OK",MO SW,MO,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,3.5,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|INOLA, OK",2023-09-28
"INOLA, OK",NE NW,NE,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,3.65,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ROCK ISLAND, IL",MN C,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"ENID, OK",KS NC,KS,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,3.3,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",IA NE,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"CINCINNATI, OH",IA SE,IA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"ROCK ISLAND, IL",WI SE,WI,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"BILLINGS, MT",UT SW,UT,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"UT SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"WINONA, MN",MN C,MN,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"OTTAWA, IL",IL W,IL,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"ENID, OK",KS NC,KS,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.3,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",IA SW,IA,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SAINT LOUIS, MO",MO NE,MO,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT LOUIS, MO",2023-09-28
"ROCK ISLAND, IL",IA NW,IA,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"BURLEY, ID",WY SW,WY,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"WY SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"BILLINGS, MT",ID W,ID,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"ID W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,IA,IA,ORIGIN,$/MI,200,300,10-34-0,2023 Q4,2023-08-18,4.8,25,IA|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|200|#|300|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",KS NC,KS,DESTINATION,$/ST,0,60,SUPERU,2023 Q4,2023-09-28,15,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"SAINT PAUL, MN",IA NE,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"BILLINGS, MT",MT N,MT,DESTINATION,$/MI,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BURLEY, ID",WA W,WA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-08-18,18,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-08-18|#|BURLEY, ID",2023-08-18
"SERGEANT BLUFF, IA",NE NW,NE,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BILLINGS, MT",ID N,ID,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,18,25,"ID N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"OTTAWA, IL",MN C,MN,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,0,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|OTTAWA, IL",2023-09-28
"CINCINNATI, OH",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"BILLINGS, MT",WA W,WA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4.5,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",IA SW,IA,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"INOLA, OK",OK NW,OK,DESTINATION,$/MI,60,9999,SUPERU,2023 Q4,2023-09-28,4.3,25,"OK NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"BILLINGS, MT",OR E,OR,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",WI SE,WI,DESTINATION,$/ST,0,60,MAP,2024 Q1,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
,ND,ND,ORIGIN,$/ST,40,50,UAN,2023 Q4,2023-08-18,12.8,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|40|#|50|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"INOLA, OK",OK SE,OK,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"OK SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",IA NE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"IA NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"ENID, OK",NE C,NE,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"NE C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
,OK,OK,ORIGIN,$/MI,90,100,UAN,2023 Q4,2023-08-18,5.2,25,OK|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|90|#|100|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BILLINGS, MT",UT NW,UT,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"UT NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
,ND,ND,ORIGIN,$/MI,90,100,10-34-0,2023 Q4,2023-08-18,5.7,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|90|#|100|#|2023 Q4|#|2023-08-18|#|,2023-08-18
,KS/OK/MO,OK,ORIGIN,$/ST,50,60,AMMONIA,FALL 2023,2023-08-18,28.05,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|50|#|60|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"ENID, OK",MO SW,MO,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,3.5,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"INOLA, OK",TX NE,TX,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"ENID, OK",KS NC,KS,DESTINATION,$/ST,0,60,UREA,2023 Q4,2023-09-28,15,25,"KS NC|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
,MN,MN,ORIGIN,$/MI,70,80,UAN,2023 Q4,2023-08-18,5.4,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|70|#|80|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ENID, OK",KS SE,KS,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.4,25,"KS SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"JEFFERSONVILLE, IN",MN S,MN,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
,KS/OK/MO,OK,ORIGIN,$/MI,200,250,AMMONIA,FALL 2023,2023-08-18,6.6,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/MI|#|200|#|250|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"MOORLAND, IA",IA SE,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"INOLA, OK",KS NW,KS,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"KS NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"JEFFERSONVILLE, IN",IL W,IL,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,0,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BURLEY, ID",MT S,MT,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"MT S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,KS/OK/MO,KS,ORIGIN,$/ST,70,80,AMMONIA,FALL 2023,2023-08-18,32.95,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|70|#|80|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"INOLA, OK",MO SW,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|INOLA, OK",2023-09-28
"WINONA, MN",IA SE,IA,DESTINATION,$/ST,0,60,UREA,2024 Q1,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
"ENID, OK",MO NE,MO,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MO NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"MOORLAND, IA",IA SE,IA,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,4,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"SERGEANT BLUFF, IA",NE NW,NE,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"NE NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"SAINT PAUL, MN",IA SW,IA,DESTINATION,$/MI,60,9999,MAP,2023 Q4,2023-09-28,4.5,25,"IA SW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"SERGEANT BLUFF, IA",IA SE,IA,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"JEFFERSONVILLE, IN",MN C,MN,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,0,25,"MN C|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"BURLEY, ID",MT W,MT,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,6.25,25,"MT W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
"ROCK ISLAND, IL",WI N,WI,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"WI N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"ROCK ISLAND, IL",WI SE,WI,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
,NE,NE,ORIGIN,$/MI,150,200,AMMONIA,FALL 2023,2023-08-18,6.9,20,NE|#|ORIGIN|#|AMMONIA|#|$/MI|#|150|#|200|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"ENID, OK",NE SE,NE,DESTINATION,$/ST,0,60,DAP,2024 Q1,2023-09-28,15,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|ENID, OK",2023-09-28
"JEFFERSONVILLE, IN",MN S,MN,DESTINATION,$/ST,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
"SERGEANT BLUFF, IA",NE SE,NE,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
,ND,ND,ORIGIN,$/MI,100,150,UAN,2023 Q4,2023-08-18,5.4,25,ND|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|100|#|150|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"BURLEY, ID",OR E,OR,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"OR E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|BURLEY, ID",2023-09-28
,MN,MN,ORIGIN,$/MI,100,150,UAN,2023 Q4,2023-08-18,4.9,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/MI|#|100|#|150|#|2023 Q4|#|2023-08-18|#|,2023-08-18
"ENID, OK",TX NE,TX,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"TX NE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"WINONA, MN",IA NW,IA,DESTINATION,$/MI,60,9999,MAP,2024 Q1,2023-09-28,4.5,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|WINONA, MN",2023-09-28
,IL/IN/OH,IL,ORIGIN,$/ST,0,10,AMMONIA,FALL 2023,2023-08-18,23.65,20,IL/IN/OH|#|ORIGIN|#|AMMONIA|#|$/ST|#|0|#|10|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",MN N,MN,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,15,25,"MN N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
,NE,NE,ORIGIN,$/ST,90,100,AMMONIA,FALL 2023,2023-08-18,37.65,20,NE|#|ORIGIN|#|AMMONIA|#|$/ST|#|90|#|100|#|FALL 2023|#|2023-08-18|#|,2023-08-18
"SERGEANT BLUFF, IA",MN S,MN,DESTINATION,$/MI,60,9999,DAP,2024 Q1,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|SERGEANT BLUFF, IA",2023-09-28
"BILLINGS, MT",MT N,MT,DESTINATION,$/MI,0,60,DAP,2023 Q4,2023-09-28,18,25,"MT N|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"BILLINGS, MT",UT E,UT,DESTINATION,$/MI,0,60,DAP,2023 Q4,2023-09-28,18,25,"UT E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ENID, OK",NE SE,NE,DESTINATION,$/MI,60,9999,DAP,2023 Q4,2023-09-28,3.25,25,"NE SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|ENID, OK",2023-09-28
"BILLINGS, MT",WA W,WA,DESTINATION,$/MI,0,60,MAP,2023 Q4,2023-09-28,18,25,"WA W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2023 Q4|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"SAINT PAUL, MN",MN S,MN,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"MN S|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|SAINT PAUL, MN",2023-09-28
"WINONA, MN",IA SE,IA,DESTINATION,$/ST,0,60,DAP,2023 Q4,2023-09-28,15,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|WINONA, MN",2023-09-28
"BILLINGS, MT",WA E,WA,DESTINATION,$/MI,0,60,SUPERU,2024 Q1,2023-09-28,18,25,"WA E|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|0|#|60|#|2024 Q1|#|2023-09-28|#|BILLINGS, MT",2023-09-28
"ROCK ISLAND, IL",WI SE,WI,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"WI SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|ROCK ISLAND, IL",2023-09-28
"MOORLAND, IA",IA NW,IA,DESTINATION,$/MI,60,9999,UREA,2023 Q4,2023-09-28,4,25,"IA NW|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2023 Q4|#|2023-09-28|#|MOORLAND, IA",2023-09-28
"CINCINNATI, OH",IA SE,IA,DESTINATION,$/ST,0,60,MAP,2023 Q4,2023-09-28,18,25,"IA SE|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/ST|#|0|#|60|#|2023 Q4|#|2023-09-28|#|CINCINNATI, OH",2023-09-28
"JEFFERSONVILLE, IN",IL W,IL,DESTINATION,$/MI,60,9999,UREA,2024 Q1,2023-09-28,0,25,"IL W|#|DESTINATION|#|UREA/SUPERU/PHOSPHATES|#|$/MI|#|60|#|9999|#|2024 Q1|#|2023-09-28|#|JEFFERSONVILLE, IN",2023-09-28
,KS/OK/MO,OK,ORIGIN,$/ST,60,70,AMMONIA,FALL 2023,2023-08-18,30.7,20,KS/OK/MO|#|ORIGIN|#|AMMONIA|#|$/ST|#|60|#|70|#|FALL 2023|#|2023-08-18|#|,2023-08-18
,MN,MN,ORIGIN,$/ST,10,20,10-34-0,2023 Q4,2023-08-18,8.3,25,MN|#|ORIGIN|#|UAN/ATS/APP|#|$/ST|#|10|#|20|#|2023 Q4|#|2023-08-18|#|,2023-08-18
