locationName,occupantPartyName,occupantType,statesTheyCompeteIn,occupantPartyId
NUTRIEN AG-STOCKTON KS,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-STOCKTON KS,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-STRAWN,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-SUBLETTE,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-SULLIVAN,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-SUPERIOR,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-TAFT,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-TANGENT,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-TAYLOR,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-THURSTON,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-TRIPOLI,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-TRIPP,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-UNION,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-URBANDALE,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-VAN HORNE,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-VANDALIA,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-VERMILLION,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-VIOLA,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WADENA,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WAKEENEY,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-WALL LAKE,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WALNUT,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WALSH,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WARRENSBURG,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WATERLOO,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WATHENA,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-WAVERLY,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WAYLAND,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-WELLSBURG,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WELLTON,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-WENDELL,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-WEST BROOKLYN,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WEST UNION IA,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WEST UNION IL,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WESTBORO,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WHITE HALL,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WHITING,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WINTHROP IA,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WINTHROP MN,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WISCONSIN RAPIDS,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-WYOMING,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-YATES CITY,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUTRIEN AG-YUKON,TRISTAR DEF LLC,Customer,,0010g00001m2buS
NUTRIEN AG-YUMA AZ,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN AG-YUMA CO,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
NUTRIEN ALTON,NUTRIEN AG SOLUTIONS INC,Competitor,ND,0017000000yIV0T
NUTRIEN AUGUSTA,NUTRIEN AG SOLUTIONS INC,Competitor,GA|MS|FL|SC|NC|TN|AL,0017000000yIV0T
NUTRIEN EARLY,NUTRIEN AG SOLUTIONS INC,Competitor,IA|MN,0017000000yIV0T
NUTRIEN GEISMAR,NUTRIEN AG SOLUTIONS INC,Competitor,LA|MS|TX|AL|TN|AR,0017000000yIV0T
NUTRIEN GRANUM,NUTRIEN AG SOLUTIONS INC,Competitor,MT,0017000000yIV0T
NUTRIEN LEAL,NUTRIEN AG SOLUTIONS INC,Competitor,ND,0017000000yIV0T
NUTRIEN LIMA,NUTRIEN AG SOLUTIONS INC,Competitor,MI|OH|IN|PA|NY|KY|IL|WV,0017000000yIV0T
NUTRIEN STANDARD AB,NUTRIEN AG SOLUTIONS INC,Competitor,MT,0017000000yIV0T
NUTRIEN-BYRON,KOCH FERTILIZER LLC,Koch,IL|MO|SK|IA|ID|MB|AB|TN|WI|IN|ND|NE|OH|MI|MN|UT|MT|AL|WA|KS|ON|KY|FL|SD|OR|PA|CA|OK|TX|CO|AR|QC|PQ|CT|GA|NJ|NC|BC|SC,0017000000yIUvv
NUTRIEN-BYRON,N7 LLC,Customer,"",0010g00001d457S
NUTRIEN-BYRON,NUTRIEN AG SOLUTIONS INC,Customer,"",0017000000yIV0T
NUWAY AGRONOMY-WELCOME,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
NUWAY COOPERATIVE-DUNNELL,NUWAY COOPERATIVE,Customer,"",0017000000yIUmQ
OAKLEY FERTILIZER-HAYTI HEIGHTS,OAKLEY FERTILIZER INC,Customer,"",0017000000yIUtL
OCCIDENTAL CHEMICAL (WICHITA),OCCIDENTAL CHEMICAL CORPORATION,Customer,,0017000000yIQvB
OCI BEAUMONT,N7 LLC,Competitor,TX,0010g00001d457S
OKARCHE GRAIN-OKARCHE,SHAWNEE MILLING CO,Customer,,0017000000yW3om
OLSON FARMS-KILLDEER,SOUTHWEST AG INC,Customer,,0014u00001vSmu6
ONATAH FARMS-MOROCCO,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
ONEIDA BUSINESS-ELKIN,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
ORANGEMADISON COOPERATIVE-LOUISA,GROWMARK INC,Customer,,0017000000yIUyR
OSAGE COOPERATIVE-OSAGE,OSAGE COOPERATIVE ELEVATOR,Customer,"",0017000001NYy9m
OSAKIS CREAMERY-OSAKIS,OSAKIS CREAMERY ASSOCIATION,Customer,,0010g00001df95L
OTOOLE INC-LETTS,OTOOLE INC,Customer,"",0017000000yIW1F
OTOOLE INC-MUSCATINE,OTOOLE INC,Customer,"",0017000000yIW1F
OTOOLE INC-NICHOLS,OTOOLE INC,Customer,"",0017000000yIW1F
"OTTAWA, IL - OAKLEY",OAKLEY FERTILIZER INC,Competitor,IL|WI,0017000000yIUtL
OWENSBORO,ADM FERTILIZER DIVISION OF ARCHER DANIELS MIDLAND,Competitor,IN|IL|KY,0017000000yIUjP
OWENSBORO,CHS INC,Competitor,IN|IL|KY,0017000000yIV1Q
OWENSBORO,DYNO NOBEL INC,Competitor,IN|IL|KY,0017000000yIW3v
OWENSBORO,GROWMARK INC,Competitor,IN|IL|KY,0017000000yIUyR
OWENSBORO,INTEROCEANIC CORPORATION,Competitor,IN|IL|KY,0017000000yIUx9
OWENSBORO,SIMPLOT AB RETAIL SUB INC DBA SIMPLOT GROWER SOLUTIONS,Competitor,IN|IL|KY,0014u00001pyNW7
PANHANDLE COOP-BRIDGEPORT,PANHANDLE COOP ASSOCIATION,Customer,"",0010g00001iRuAR
PANHANDLE COOPERATIVE-BRIDGEPORT,LEGACY COOPERATIVE HEMINGFORD NE,Customer,,0017000000yIUzG
PANHANDLE COOPERATIVE-SCOTTSBLUFF,PANHANDLE COOP ASSOCIATION,Customer,,0010g00001iRuAR
PANHANDLE COOPERATIVE-TORRINGTON,PANHANDLE COOP ASSOCIATION,Customer,,0010g00001iRuAR
PARALLEL FARMS-WHITING,PARALLEL FARMS INC,Customer,,0017000000yIUjE
PARKLAND USA (FORT LUPTON),RHINEHART OIL COMPANY INC,Customer,,0017000001UuM0J
PASADENA TX,INTEROCEANIC CORPORATION,Competitor,TX,0017000000yIUx9
PATHWAY AG-GOODLAND,NOVUS AG LLC,Customer,,0010g00001derCW
PAUL ANDERSON-COLEHARBOR,WHOLESALE AG PRODUCTS,Customer,,0017000000yIW1e
PAWNEE COUNTY COOP-LARNED,KOCH FERTILIZER LLC,Koch,KS|CO|NE|TX|OK|MS|SK|MO|ON|IA|AZ|QC|WY|MB|NB|MN|MT|IL|WA|NM|ND|ID|SD|AB|UT|NY|PA|AR|CA,0017000000yIUvv
PAWNEE COUNTY-GREAT BEND,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PEARL CITY-LENA,PEARL CITY ELEVATOR INC,Customer,"",0017000000yIQz2
"PEKIN, IL - MACROSOURCE",MACROSOURCE LLC,Competitor,IL,0014u00001zo2Xu
PENDER GRAIN-DAKOTA DUNES,PENDER GRAIN INC,Customer,"",0017000000yW3qd
PENDER GRAIN-PENDER,PENDER GRAIN INC,Customer,"",0017000000yW3qd
PENLEY OIL-OKLAHOMA CITY,TRISTAR DEF LLC,Customer,,0010g00001m2buS
PEROXYCHEM MEXICO-LAREDO,TRANSLIQUID TECHNOLOGIES LLC,Customer,,0010g00001fcog1
PERRYTON EQUITY-PERRYTON,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PERSTORP POLYOLS (TOLEDO),PERSTORP POLYOLS INC,Customer,,00170000012TAw3
"PERU, IL - CF",CF INDUSTRIES INC,Competitor,IL|WI,0017000000yIV1T
"PERU, IL - CHS",CHS INC,Competitor,IL|WI,0017000000yIV1Q
"PERU, IL - MACROSOURCE",MACROSOURCE LLC,Competitor,IL|WI,0014u00001zo2Xu
PETERSON MACHINERY-CASA GRANDE,HELENA AGRIENTERPRISES LLC,Customer,,0017000000yIUxo
PETERSONS NORTH-NORTH BRANCH,PETERSONS NORTH BRANCH MILL INC,Customer,"",0017000000yIUsb
PETROLEUM WHOLESALE-PALMER,PRIME LUBE INC,Customer,,0014u00001vV27k
PEVE CROP-BEDFORD,PEVE CROP SERVICE,Customer,"",0017000001OOj0M
PHELPS SUPPLY-PHELPS,PHELPS SUPPLY INC,Customer,,0017000000yIUhX
PIATT COUNTY-BEMENT,PIATT COUNTY SERVICE COMPANY,Customer,"",0017000000yIW2P
PIETZKY FARMS-BURR,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PILOT GROVE-PILOT GROVE,PILOT GROVE COOPERATIVE ELEVATOR INC,Customer,"",0017000000yIT0p
PILOT TRAVEL-BROOKLYN,TRISTAR DEF LLC,Customer,,0010g00001m2buS
"PINE BEND, MN - CF",CF INDUSTRIES INC,Competitor,MN|WI|ND|SD,0017000000yIV1T
PINNACLE AGRICULTURE-MARLIN,SIMPLOT AB RETAIL SUB INC,Customer,,0017000000yIUwp
PIONEER FEEDYARD-OAKLEY,PIONEER NUTRITION LLC,Customer,,0010g00001ghG8r
PIPER DISTRIBUTORS-HUTSONVILLE,PIPER DISTRIBUTORS FOR BUNKER HILL SUPPLY,Customer,"",0017000000yW3bT
PITCHFORD ELEVATOR-NASHVILLE,PITCHFORD ELEVATOR CO INC,Customer,"",0017000000yW3bR
PITCHFORD ELEVATOR-RICHVIEW,PITCHFORD ELEVATOR CO INC,Customer,"",0017000000yW3bR
PJY LIVESTOCK-HEARNE,NUTRIEN AG SOLUTIONS INC,Customer,,0017000000yIV0T
PLAINS GRAINS-ENDERLIN,PLAINS GRAINS AGRONOMY LLC,Customer,,0017000000yIUcQ
PLANT FOODS-TWIN FALLS,PLANT FOODS INC FILER ID,Customer,,0017000000yIUkK
PLANTERS COOPERATIVE-LONE WOLF,PLANTERS COOPERATIVE ASSOCIATION,Customer,,0017000000yIUsO
PLATTE VALLEY-REA,GFG AGRIPRODUCTS LLC,Customer,,0017000000yIUyQ
"PLOVER, WI - MACROSOURCE",MACROSOURCE LLC,Competitor,WI,0014u00001zo2Xu
PLZ CORP (CLINTON),RADCHEM PRODUCTS INC,Customer,,0017000000yIVuz
PMC CORPORATION-MEMPHIS,PMC BIOGENIX INC,Customer,,0017000000z5bKv
POLO COOPERATIVE-POLO,POLO COOPERATIVE ASSOCIATION,Customer,"",0017000000zXIVw
PONTOTOC COUNTY-ADA,MUSKET CORPORATION,Customer,,0017000001GQTUq
POOLE CHEMICAL-DALHART,POOLE CHEMICAL INC TEXLINE TX,Customer,,0017000000yIUsJ
POOLE CHEMICAL-MONTE VISTA,POOLE CHEMICAL INC TEXLINE TX,Customer,,0017000000yIUsJ
PORT AUTHORITY-KANSAS CITY,MFA INCORPORATED,Customer,,0017000000yIUvC
PORTS PETROLEUM-AKRON,PORTS PETROLEUM CO INC,Customer,,0014u000028foti
POSTIVE FEED-SEALY,POSTIVE FEED LTD,Customer,,0010g00001aJyaw
PRAIRIE AG-LAKE PRESTON,PRAIRIE AG PARTNERS,Customer,"",0014u00001vV0UH
PRAIRIE GRAIN-CLARKFIELD,PRAIRIE GRAIN PARTNERS LLC,Customer,"",0017000000yIUsF
PRAIRIE STATES-BISMARCK,PRAIRIE STATES WAREHOUSE INC,Customer,"",0017000000yIUsB
PRAIRIE STATES-FAIRMOUNT,PRAIRIE STATES WAREHOUSE INC,Customer,"",0017000000yIUsB
PRAIRIELAND FS-ALBANY,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-ASHLAND,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-ASTORIA,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-AUBURN,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-BETHEL,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-BROWNING,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-CALIFORNIA,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-CANTON,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-COLE CAMP,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-FRANKLIN,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-GREENVIEW,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-HANNIBAL,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-HUNTSVILLE,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-ILLIOPOLIS,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-IPAVA,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-JACKSON,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-KAHOKA,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-KINDERHOOK,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-KING CITY,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-KIRKSVILLE,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-LA BELLE,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-LEWISTOWN,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-MARYVILLE,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-MAYSVILLE,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-MEMPHIS,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-MT STERLING,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-NEW BERLIN,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-PALOMA,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-PAYSON,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-PEARL,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-PITTSFIELD,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-PLEASANT HILL,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-RIVERTON,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-ROCK PORT,MO VALLEY AGRI SERVICE OF ATCHISON COUNTY INC,Customer,,0017000000yIUuX
PRAIRIELAND FS-SAINTE GENEVIEVE,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-SEDALIA,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-TAYLOR,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-TINDALL,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-URSA,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-WENTZVILLE,MFA INCORPORATED,Customer,,0017000000yIUvC
PRAIRIELAND FS-WILLIAMSVILLE,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-WINCHESTER,PRAIRIELAND FS INC,Customer,"",00170000019sYr1
PRAIRIELAND FS-WINDSOR,MFA INCORPORATED,Customer,,0017000000yIUvC
PRATT ENERGY-PRATT,INTEROCEANIC CORPORATION,Customer,,0017000000yIUx9
PRATTVILLE FERTILIZER-PRATTVILLE,PRATTVILLE FERTILIZER AND GRAIN INC,Customer,,0017000000yIT6p
PRATUM COOP-HARRISBURG,PRATUM COOP,Customer,,00170000013hn7K
PRATUM COOP-MADRAS,PRATUM COOP,Customer,,00170000013hn7K
PREFERRED PETROLEUM-HALTOM CITY,PRIME LUBE INC,Customer,,0014u00001vV27k
PREMIER AG-SHELBYVILLE,PREMIER COMPANIES,Customer,,0014u00001vSJCA
PREMIER COOPERATIVE-BLOOMINGTON,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-CASHTON,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-DEWEY,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-EASTMAN,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-FAIRMOUNT,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-FENNIMORE,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-HAZEL GREEN,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-LANCASTER,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-MAZOMANIE,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-MOUNT HOREB,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-PATCH GROVE,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-PLATTEVILLE,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PREMIER COOPERATIVE-WESTBY,PREMIER COOPERATIVE,Customer,"",0017000000yIUXb
PRESCRIPTION FERTILIZER-IVOR,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
PRIDE AG-COPELAND,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-DODGE CITY,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-ENSIGN,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-FORD,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-GARDEN CITY,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-HANSTON,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-INGALLS,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-KINGSDOWN,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRIDE AG-MONTEZUMA,PRIDE AG RESOURCES,Customer,,0017000000yIV02
PRINSBURG FARMERS-PRINSBURG,PRINSBURG FARMERS COOP,Customer,"",0017000000yIUmd
PRO AG-ABERDEEN,PRO AG SUPPLY INC,Customer,"",0017000000yIUs6
PRO AG-DANVILLE,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
PRO AG-LIMON,PRO AG SOLUTIONS LLC,Customer,,0017000000yIR3O
PRO COOP-FLAXVILLE,PRO COOP,Customer,,0017000000yIW2K
PRO COOPERATIVE-GILMORE CITY,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-GRAETTINGER,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-HAVELOCK,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-MANSON,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PRO COOPERATIVE-PLOVER,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-POCAHONTAS,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-ROLFE,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-RUTHVEN,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-RUTLAND,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PRO COOPERATIVE-TERRIL,PRO COOPERATIVE,Customer,"",0017000000yIW2J
PROAG FARMERS-PARKERS PRAIRIE,PROAG FARMERS COOPERATIVE,Customer,,0017000000yIW2I
PRODUCERS COOPERATIVE-GIRARD,PRODUCERS COOPERATIVE ASSOCIATION GIRARD KS,Customer,,0010g00001jjJ3k
PROFESSIONAL AG-POLO,PROFESSIONAL AG SERVICES INC,Customer,"",0014u00001vV2pL
PROGRESSIVE AG-ARGONIA,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PROGRESSIVE AG-MAYFIELD,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PROVISION PARTNERS-UNITY,ALLIED COOPERATIVE,Customer,,0017000000yIV14
PT RAILROAD (PORTLAND),KOCH METHANOL LLC,Koch,OR|WA|CA|ID|UT|MT|ND|NE,0017000000yIUw1
PULASKI BRANCH-BRYAN,WILBURELLIS COMPANY,Customer,,0017000000yIUoL
PUREFIELD INGREDIENTS-RUSSELL,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
PURSELL TECHNOLOGIES-SYLACAUGA,NOVUS AG LLC,Customer,,0010g00001derCW
R C-SPANISH FORK,VALLEY AGRONOMICS LLC,Customer,,0017000000yIUou
RABIDEAU GRAIN-CLIFTON,RABIDEAU GRAIN AND LUMBER INC,Customer,"",0017000000yIUrm
RAIL LOGIX-BAYTOWN,SHRIEVE CHEMICAL COMPANY,Customer,,0017000000yW3ol
RAND AG-SALIX,RAND AG CHEMICAL,Customer,"",0010g00001lDcGT
RANDOLPH FARM-RANDOLPH,RANDOLPH FARM SUPPLY INC,Customer,"",0017000000yIT4c
RAWHIDE CHEMOIL-FREMONT,RAWHIDE CHEMOIL,Customer,"",0014u00001vUlyz
RAWHIDE FERTILIZER-DODGE,RAWHIDE FERTILIZER LLC,Customer,"",0014u00001vRqMf
RAY KOPP-DES LACS,SCHERESKY AG SERVICE,Customer,,0010g00001aKPDB
RAYCARROLL COUNTY-BRUNSWICK,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,,0017000000yW3aj
RAYCARROLL COUNTY-CARROLLTON,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,,0017000000yW3aj
RAYCARROLL COUNTY-CORDER,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,"",0017000000yW3aj
RAYCARROLL COUNTY-HARDIN,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,"",0017000000yW3aj
RAYCARROLL COUNTY-MAYVIEW,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,"",0017000000yW3aj
RAYCARROLL COUNTY-NORBORNE,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,,0017000000yW3aj
RAYCARROLL COUNTY-SLATER,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,,0017000000yW3aj
RAYCARROLL COUNTY-SUMNER,RAYCARROLL COUNTY GRAIN GROWERS INC,Customer,"",0017000000yW3aj
RB JACOBSON-HESPERIA,TRISTAR DEF LLC,Customer,,0010g00001m2buS
RD FARM-LAKE MILLS,NORTHERN AG SUPPLIERS,Customer,,0017000001QzhVz
RED RIVER (WILLISTON),BELE CHEMICAL,Customer,,0014u0000276ant
RED RIVER (WILLISTON),BUCKLEY OIL COMPANY,Customer,,0017000000yIV9v
RED RIVER (WILLISTON),CALIFORNIA CHEMICAL,Customer,,0014u0000234UmY
RED RIVER (WILLISTON),SOLUGEN INC,Customer,,0014u00001pxhCJ
RED RIVER-GAINESVILLE,RED RIVER FARM COOP INC GAINESVILLE TX,Customer,,0017000000yW3ah
RED STAR-CEDAR RAPIDS,RED STAR YEAST COMPANY LLC,Customer,"",0017000000yW3pe
REDSTAR LLC-LEIGH,REDSTAR LLC,Customer,"",0014u00001nos0L
REISDORF BROTHERS-NORTH JAVA,CAROLINA EASTERN INC,Customer,,0017000000yIW4K
REPUBLIC PAPERBOARD-LAWTON,BRENNTAG SOUTHWEST INC,Customer,,0017000000yIV1j
RESEL OIL-WESSINGTON,RESEL OIL CO,Customer,"",0017000000yIUXZ
RHINEHART OIL (AMERICAN FORK),RHINEHART OIL COMPANY INC,Customer,,0017000001UuM0J
RHINEHART OIL (KEENESBURG),RHINEHART OIL COMPANY INC,Customer,,0017000001UuM0J
RHINEHART OIL (OGDEN),RHINEHART OIL COMPANY INC,Customer,,0017000001UuM0J
RHODES RANCH-HARTFORD CITY,AGBEST LLC,Customer,,0017000000yIW4u
RICHARDSON PIONEER-DORCHESTER,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
RICHARDSON PIONEER-FRANKFORT,WINFIELD SOLUTIONS LLC,Customer,,0017000000yIUl7
RIO CREEK-LUXEMBURG,RIO CREEK FEED MILL,Customer,"",0014u00001vRGrL
RIO VALLEY (EL PASO),RIO VALLEY BIOFUELS LLC,Customer,,0017000001OOWOy
RIRIE GRAIN-RIRIE,INTERMOUNTAIN FARMERS ASSOCIATION,Customer,,0017000000yIUxF
RIVER BEND-JACKSON,RIVER BEND AG LLC,Customer,"",0017000000yIUnA
RIVER COUNTRY-EDGAR,RIVER COUNTRY COOP,Customer,"",0017000000yIR9W
RIVER COUNTRY-HAMPTON,RIVER COUNTRY COOP,Customer,"",0017000000yIR9W
