originLocation,destinationLocation,equipmentType,productType
"SAINT LOUIS, MO","PILLSBURY, ND",SINGLE,UREA
"SAINT LOUIS, MO","PLYMOUTH, WA",85 UT,DAP
"SAINT LOUIS, MO","PLYMOUTH, WA",85 UT,MAP
"SAINT LOUIS, MO","PLYMOUTH, WA",85 UT,UREA
"SAINT LOUIS, MO","PLYMOUTH, WA",SINGLE,UREA
"SAINT LOUIS, MO","PORT OF WILMA, WA",SINGLE,DAP
"SAINT LOUIS, MO","PORT OF WILMA, WA",SINGLE,MAP
"SAINT LOUIS, MO","PORT OF WILMA, WA",SINGLE,UREA
"SAINT LOUIS, MO","PORTAGE, IN",SINGLE,UREA
"SAINT LOUIS, MO","POWELL, WY",SINGLE,DAP
"SAINT LOUIS, MO","POWELL, WY",SINGLE,MAP
"SAINT LOUIS, MO","POWELL, WY",SINGLE,UREA
"SAINT LOUIS, MO","PRAIRIE DU CHIEN, WI",SINGLE,DAP
"SAINT LOUIS, MO","PRAIRIE DU CHIEN, WI",SINGLE,MAP
"SAINT LOUIS, MO","RANDOLPH, NE",85 UT,DAP
"SAINT LOUIS, MO","RANDOLPH, NE",85 UT,MAP
"SAINT LOUIS, MO","RANDOLPH, NE",85 UT,UREA
"SAINT LOUIS, MO","RED OAK, IA",85 UT,DAP
"SAINT LOUIS, MO","RED OAK, IA",85 UT,MAP
"SAINT LOUIS, MO","RED OAK, IA",85 UT,UREA
"SAINT LOUIS, MO","REDFIELD, SD",SINGLE,DAP
"SAINT LOUIS, MO","REDFIELD, SD",SINGLE,MAP
"SAINT LOUIS, MO","REDFIELD, SD",SINGLE,UREA
"SAINT LOUIS, MO","REEDVILLE, IN",SINGLE,UREA
"SAINT LOUIS, MO","RICHVILLE, MI",SINGLE,UREA
"SAINT LOUIS, MO","ROCK ISLAND, IL",SINGLE,DAP
"SAINT LOUIS, MO","ROCK ISLAND, IL",SINGLE,MAP
"SAINT LOUIS, MO","ROCK ISLAND, IL",SINGLE,UREA
"SAINT LOUIS, MO","ROSCOE, SD",85 UT,DAP
"SAINT LOUIS, MO","ROSCOE, SD",85 UT,MAP
"SAINT LOUIS, MO","ROSCOE, SD",85 UT,UREA
"SAINT LOUIS, MO","ROSCOE, SD",SINGLE,DAP
"SAINT LOUIS, MO","ROSCOE, SD",SINGLE,MAP
"SAINT LOUIS, MO","ROSCOE, SD",SINGLE,UREA
"SAINT LOUIS, MO","ROSEAU, MN",SINGLE,DAP
"SAINT LOUIS, MO","ROSEAU, MN",SINGLE,MAP
"SAINT LOUIS, MO","ROSEAU, MN",SINGLE,UREA
"SAINT LOUIS, MO","ROSEBUSH, MI",SINGLE,UREA
"SAINT LOUIS, MO","ROSS, ND",85 UT,DAP
"SAINT LOUIS, MO","ROSS, ND",85 UT,MAP
"SAINT LOUIS, MO","ROSS, ND",85 UT,UREA
"SAINT LOUIS, MO","ROSSER, MB",85 UT,DAP
"SAINT LOUIS, MO","ROSSER, MB",85 UT,MAP
"SAINT LOUIS, MO","ROSSER, MB",85 UT,UREA
"SAINT LOUIS, MO","ROSSER, MB",SINGLE,DAP
"SAINT LOUIS, MO","ROSSER, MB",SINGLE,MAP
"SAINT LOUIS, MO","ROYAL, NE",85 UT,DAP
"SAINT LOUIS, MO","ROYAL, NE",85 UT,MAP
"SAINT LOUIS, MO","ROYAL, NE",85 UT,UREA
"SAINT LOUIS, MO","RUGBY, ND",85 UT,DAP
"SAINT LOUIS, MO","RUGBY, ND",85 UT,MAP
"SAINT LOUIS, MO","RUGBY, ND",85 UT,UREA
"SAINT LOUIS, MO","RUGBY, ND",SINGLE,UREA
"SAINT LOUIS, MO","RUTHTON, MN",85 UT,DAP
"SAINT LOUIS, MO","RUTHTON, MN",85 UT,MAP
"SAINT LOUIS, MO","RUTHTON, MN",85 UT,UREA
"SAINT LOUIS, MO","SAINT JOSEPH, MO",85 UT,DAP
"SAINT LOUIS, MO","SAINT JOSEPH, MO",85 UT,MAP
"SAINT LOUIS, MO","SAINT PAUL, MN",SINGLE,DAP
"SAINT LOUIS, MO","SAINT PAUL, MN",SINGLE,MAP
"SAINT LOUIS, MO","SAINT PAUL, MN",SINGLE,UREA
"SAINT LOUIS, MO","SELBY, SD",85 UT,DAP
"SAINT LOUIS, MO","SELBY, SD",85 UT,MAP
"SAINT LOUIS, MO","SELBY, SD",85 UT,UREA
"SAINT LOUIS, MO","SHELBY, MT",85 UT,DAP
"SAINT LOUIS, MO","SHELBY, MT",85 UT,MAP
"SAINT LOUIS, MO","SHELBY, MT",85 UT,UREA
"SAINT LOUIS, MO","SHEPHERD, MI",SINGLE,UREA
"SAINT LOUIS, MO","SHOAL LAKE, MB",SINGLE,DAP
"SAINT LOUIS, MO","SHOAL LAKE, MB",SINGLE,MAP
"SAINT LOUIS, MO","SHOSHONI, WY",SINGLE,UREA
"SAINT LOUIS, MO","SIDNEY, NE",SINGLE,UREA
"SAINT LOUIS, MO","SIELER, WA",SINGLE,UREA
"SAINT LOUIS, MO","SPLIT ROCK, MN",85 UT,DAP
"SAINT LOUIS, MO","SPLIT ROCK, MN",85 UT,MAP
"SAINT LOUIS, MO","SPLIT ROCK, MN",85 UT,UREA
"SAINT LOUIS, MO","ST ALBANS, VT",SINGLE,UREA
"SAINT LOUIS, MO","STERLING, ND",85 UT,DAP
"SAINT LOUIS, MO","STERLING, ND",85 UT,MAP
"SAINT LOUIS, MO","STERLING, ND",85 UT,UREA
"SAINT LOUIS, MO","STONEBRIDGE, OR",SINGLE,UREA
"SAINT LOUIS, MO","SUPERIOR, WI",SINGLE,UREA
"SAINT LOUIS, MO","TAMORA, NE",85 UT,DAP
"SAINT LOUIS, MO","TAMORA, NE",85 UT,MAP
"SAINT LOUIS, MO","TAMORA, NE",85 UT,UREA
"SAINT LOUIS, MO","TEMPLETON, IA",85 UT,DAP
"SAINT LOUIS, MO","TEMPLETON, IA",85 UT,MAP
"SAINT LOUIS, MO","TEMPLETON, IA",85 UT,UREA
"SAINT LOUIS, MO","TEMPLETON, IA",SINGLE,DAP
"SAINT LOUIS, MO","TEMPLETON, IA",SINGLE,MAP
"SAINT LOUIS, MO","TEMPLETON, IA",SINGLE,UREA
"SAINT LOUIS, MO","TOLEDO (MAUMEE-NS), OH",SINGLE,UREA
"SAINT LOUIS, MO","TOWNSEND, MT",SINGLE,DAP
"SAINT LOUIS, MO","TOWNSEND, MT",SINGLE,MAP
"SAINT LOUIS, MO","TULARE, SD",85 UT,DAP
"SAINT LOUIS, MO","TULARE, SD",85 UT,MAP
"SAINT LOUIS, MO","TULARE, SD",85 UT,UREA
"SAINT LOUIS, MO","ULEN, MN",85 UT,DAP
"SAINT LOUIS, MO","ULEN, MN",85 UT,MAP
"SAINT LOUIS, MO","ULEN, MN",85 UT,UREA
"SAINT LOUIS, MO","UNION CITY, IN",SINGLE,UREA
"SAINT LOUIS, MO","WARDEN, WA",SINGLE,UREA
"SAINT LOUIS, MO","WARREN, MN",85 UT,DAP
"SAINT LOUIS, MO","WARREN, MN",85 UT,MAP
"SAINT LOUIS, MO","WARREN, MN",85 UT,UREA
"SAINT LOUIS, MO","WATERTOWN, SD",85 UT,DAP
"SAINT LOUIS, MO","WATERTOWN, SD",85 UT,MAP
"SAINT LOUIS, MO","WATERTOWN, SD",85 UT,UREA
"SAINT LOUIS, MO","WAYLAND, MI",SINGLE,UREA
"SAINT LOUIS, MO","WEBBERVILLE, MI",SINGLE,UREA
"SAINT LOUIS, MO","WEST MILBANK, SD",85 UT,DAP
"SAINT LOUIS, MO","WEST MILBANK, SD",85 UT,MAP
"SAINT LOUIS, MO","WEST MILBANK, SD",85 UT,UREA
"SAINT LOUIS, MO","WEYERS CAVE, VA",SINGLE,UREA
"SAINT LOUIS, MO","WHEELER, WA",SINGLE,DAP
"SAINT LOUIS, MO","WHEELER, WA",SINGLE,MAP
"SAINT LOUIS, MO","WHEELER, WA",SINGLE,UREA
"SAINT LOUIS, MO","WHITESVILLE, IN",SINGLE,UREA
"SAINT LOUIS, MO","WILLISTON, ND",85 UT,DAP
"SAINT LOUIS, MO","WILLISTON, ND",85 UT,MAP
"SAINT LOUIS, MO","WILLISTON, ND",85 UT,UREA
"SAINT LOUIS, MO","WILLISTON, ND",SINGLE,UREA
"SAINT LOUIS, MO","WOLSEY, SD",85 UT,DAP
"SAINT LOUIS, MO","WOLSEY, SD",85 UT,MAP
"SAINT LOUIS, MO","WOLSEY, SD",85 UT,UREA
"SAINT LOUIS, MO","WOLSEY, SD",SINGLE,DAP
"SAINT LOUIS, MO","WOLSEY, SD",SINGLE,MAP
"SAINT LOUIS, MO","WOLSEY, SD",SINGLE,UREA
"SAINT LOUIS, MO","WORDEN, MT",SINGLE,UREA
"SAINT LOUIS, MO","WORLAND, WY",SINGLE,UREA
"SAINT LOUIS, MO","WORTHING, SD",85 UT,DAP
"SAINT LOUIS, MO","WORTHING, SD",85 UT,MAP
"SAINT LOUIS, MO","WORTHING, SD",85 UT,UREA
"SAINT LOUIS, MO","ZILWAUKEE, MI",SINGLE,UREA
"SAINT LOUIS, OK","EAST GRAND FORKS, MN",SINGLE,SUPERU
"SAINT LOUIS, OK","EAST GRAND FORKS, MN",SINGLE,UREA
"SAINT PAUL, MN","BROWNTON, MN",85 UT,UREA
"SAINT PAUL, MN","CLARKS GROVE, MN",SINGLE,DAP
"SAINT PAUL, MN","CLARKS GROVE, MN",SINGLE,MAP
"SAINT PAUL, MN","CLARKS GROVE, MN",SINGLE,UREA
"SAINT PAUL, MN","CORSON, SD",SINGLE,UAN
"SAINT PAUL, MN","GARRETSON, SD",SINGLE,UAN
"SAINT PAUL, MN","HAMPTON, IA",SINGLE,UAN
"SAINT PAUL, MN","IPSWICH, SD",SINGLE,UAN
"SAINT PAUL, MN","JOICE, IA",SINGLE,UAN
"SAINT PAUL, MN","MONTE VISTA, CO",SINGLE,ATS
"SAINT PAUL, MN","NORTH TOMAH, WI",SINGLE,UAN
"SAINT PAUL, MN","PLOVER, WI",SINGLE,ATS
"SAINT PAUL, MN","RANDOLPH, MN",SINGLE,UAN
"SAINT PAUL, MN","SCOTT CITY, MO",SINGLE,10-34-0
"SAINT PAUL, MN","SELBY, SD",SINGLE,UAN
"SAINT PAUL, MN","SERGEANT BLUFF, IA",SINGLE,UAN
"SAINT PAUL, MN","SUN PRODUCTS, SD",SINGLE,UAN
"SAINT PAUL, MN","VENANGO, NE",SINGLE,UAN
"SAINT PAUL, MN","WEST BOWDLE, SD",SINGLE,UAN
"SAINT PAUL, MN","WOLSEY, SD",SINGLE,UAN
"SAVAGE, MN","BROWNTON, MN",SINGLE,UREA
"SAVAGE, MN","WINTHROP, MN",SINGLE,UREA
"SERGEANT BLUFF, IA","CENTRALIA, WA",SINGLE,DEF
"SERGEANT BLUFF, IA","COLTON, CA",SINGLE,DEF
"SERGEANT BLUFF, IA","GARDEN GROVE, CA",SINGLE,DEF
"SERGEANT BLUFF, IA","IMPERIAL, CA",SINGLE,DEF
"SERGEANT BLUFF, IA","KANSAS CITY, MO",SINGLE,DEF
"SERGEANT BLUFF, IA","STOCKTON, CA",SINGLE,DEF
"SIOUX CITY, IA","AYR, ND",SINGLE,UAN
"SIOUX CITY, IA","BILLINGS, MT",SINGLE,UAN
"SIOUX CITY, IA","BURLEY, ID",SINGLE,UAN
"SIOUX CITY, IA","BURLINGTON, WA",SINGLE,UAN
"SIOUX CITY, IA","CORSON, SD",SINGLE,UAN
"SIOUX CITY, IA","FAIRFIELD, MT",SINGLE,UAN
"SIOUX CITY, IA","GARRETSON, SD",SINGLE,UAN
"SIOUX CITY, IA","GLENNS FERRY, ID",SINGLE,UAN
"SIOUX CITY, IA","GREAT FALLS, MT",SINGLE,UAN
"SIOUX CITY, IA","HASTINGS, NE",SINGLE,UAN
"SIOUX CITY, IA","HESPER, MT",SINGLE,UAN
"SIOUX CITY, IA","HINGHAM, MT",SINGLE,UAN
"SIOUX CITY, IA","JAMESTOWN, ND",SINGLE,UAN
"SIOUX CITY, IA","KINDRED, ND",SINGLE,UAN
"SIOUX CITY, IA","MENAN, ID",SINGLE,UAN
"SIOUX CITY, IA","MOORETON, ND",SINGLE,UAN
"SIOUX CITY, IA","MOORHEAD, MN",SINGLE,UAN
"SIOUX CITY, IA","O'NEILL, NE",SINGLE,UAN
"SIOUX CITY, IA","PARMA, ID",SINGLE,UAN
"SIOUX CITY, IA","POWELL, WY",SINGLE,UAN
"SIOUX CITY, IA","SERGEANT BLUFF, IA",SINGLE,DAP
"SIOUX CITY, IA","SERGEANT BLUFF, IA",SINGLE,MAP
"SIOUX CITY, IA","WOLSEY, SD",SINGLE,UAN
"SLINGER, WI","ADELL, WI",SINGLE,10-34-0
"SLINGER, WI","ADELL, WI",SINGLE,ATS
"SLINGER, WI","ADELL, WI",SINGLE,UAN
"SLINGER, WI","ARENA, WI",SINGLE,10-34-0
"SLINGER, WI","ARENA, WI",SINGLE,ATS
"SLINGER, WI","ARENA, WI",SINGLE,UAN
"SLINGER, WI","AVALON, WI",SINGLE,10-34-0
"SLINGER, WI","AVALON, WI",SINGLE,ATS
"SLINGER, WI","AVALON, WI",SINGLE,UAN
"SLINGER, WI","EDGERTON, WI",SINGLE,10-34-0
"SLINGER, WI","EDGERTON, WI",SINGLE,ATS
"SLINGER, WI","EDGERTON, WI",SINGLE,UAN
"SLINGER, WI","HORICON, WI",SINGLE,10-34-0
"SLINGER, WI","HORICON, WI",SINGLE,ATS
"SLINGER, WI","HORICON, WI",SINGLE,UAN
"SLINGER, WI","MARKESAN, WI",SINGLE,10-34-0
"SLINGER, WI","MARKESAN, WI",SINGLE,ATS
"SLINGER, WI","MARKESAN, WI",SINGLE,UAN
"SLINGER, WI","OSHKOSH, WI",SINGLE,10-34-0
"SLINGER, WI","OSHKOSH, WI",SINGLE,ATS
"SLINGER, WI","OSHKOSH, WI",SINGLE,UAN
"SLINGER, WI","PICKETT, WI",SINGLE,10-34-0
"SLINGER, WI","PICKETT, WI",SINGLE,ATS
"SLINGER, WI","PICKETT, WI",SINGLE,UAN
"SLINGER, WI","PLYMOUTH, WI",SINGLE,10-34-0
"SLINGER, WI","PLYMOUTH, WI",SINGLE,ATS
"SLINGER, WI","PLYMOUTH, WI",SINGLE,UAN
"SLINGER, WI","RIPON, WI",SINGLE,10-34-0
"SLINGER, WI","RIPON, WI",SINGLE,ATS
"SLINGER, WI","RIPON, WI",SINGLE,UAN
"SOMMER, IL","CRESCENT CITY, IL",SINGLE,UREA
"SPRINGFIELD, OH","SOUTH CHARLESTON, OH",SINGLE,DAP
"SPRINGFIELD, OH","SOUTH CHARLESTON, OH",SINGLE,MAP
"ST ANNE, IL","FOWLER, IN",SINGLE,DAP
"ST ANNE, IL","FOWLER, IN",SINGLE,MAP
"ST ANNE, IL","OTTERBEIN, IN",SINGLE,DAP
"ST ANNE, IL","OTTERBEIN, IN",SINGLE,MAP
"ST LOUIS (ALL), MO","ABERDEEN, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","ABILENE, TX",SINGLE,UREA
"ST LOUIS (ALL), MO","ACEQUIA, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","ACEQUIA, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","ACEQUIA, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","ADAMS, WI",SINGLE,DAP
"ST LOUIS (ALL), MO","ADAMS, WI",SINGLE,MAP
"ST LOUIS (ALL), MO","ADAMS, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","ALSEN, ND",SINGLE,UREA
"ST LOUIS (ALL), MO","AMERICAN FALLS, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","AMERICAN FALLS, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","AMERICAN FALLS, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","AMES, OK",SINGLE,DAP
"ST LOUIS (ALL), MO","AMES, OK",SINGLE,MAP
"ST LOUIS (ALL), MO","AMHERST, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","ARTOIS, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","ASHTON, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","ASHTON, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","ASHTON, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","AUBURN, MI",SINGLE,UREA
"ST LOUIS (ALL), MO","AVON, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","AVON, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","BAKERSFIELD, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","BAKERSFIELD, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","BANCROFT, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","BANCROFT, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","BANCROFT, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","BARRETTS, MT",SINGLE,UREA
"ST LOUIS (ALL), MO","BELLMEAD, TX",SINGLE,UREA
"ST LOUIS (ALL), MO","BELMOND, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","BELMOND, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","BIG SPRINGS, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","BIGGAR, SK",SINGLE,UREA
"ST LOUIS (ALL), MO","BINGHAM LAKE, MN",SINGLE,DAP
"ST LOUIS (ALL), MO","BINGHAM LAKE, MN",SINGLE,MAP
"ST LOUIS (ALL), MO","BINGHAM LAKE, MN",SINGLE,UREA
"ST LOUIS (ALL), MO","BLACK CREEK, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","BLACKFOOT, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","BLACKFOOT, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","BLACKFOOT, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","BLENCOE, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","BRANDON, MB",SINGLE,DAP
"ST LOUIS (ALL), MO","BRANDON, MB",SINGLE,MAP
"ST LOUIS (ALL), MO","BRANDON, MB",SINGLE,UREA
"ST LOUIS (ALL), MO","BRAWLEY, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","BRAWLEY, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","BRAWLEY, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","BREWSTER, MN",SINGLE,DAP
"ST LOUIS (ALL), MO","BREWSTER, MN",SINGLE,MAP
"ST LOUIS (ALL), MO","BREWSTER, MN",SINGLE,UREA
"ST LOUIS (ALL), MO","BROCK, SK",SINGLE,DAP
"ST LOUIS (ALL), MO","BROCK, SK",SINGLE,MAP
"ST LOUIS (ALL), MO","BROWNFIELD, TX",SINGLE,UREA
"ST LOUIS (ALL), MO","BRYAN, TX",SINGLE,DAP
"ST LOUIS (ALL), MO","BRYAN, TX",SINGLE,MAP
"ST LOUIS (ALL), MO","BUCKEYE, AZ",SINGLE,UREA
"ST LOUIS (ALL), MO","BUHL, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","BURLEY, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","BURLEY, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","BURLEY, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","BURT, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","CALDWELL, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","CALDWELL, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","CALDWELL, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","CALEXICO, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","CALEXICO, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","CALGARY, AB",SINGLE,UREA
"ST LOUIS (ALL), MO","CALIPATRIA, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","CALIPATRIA, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","CALIPATRIA, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","CAMROSE, AB",SINGLE,UREA
"ST LOUIS (ALL), MO","CANNON FALLS, MN",SINGLE,UREA
"ST LOUIS (ALL), MO","CASA GRANDE, AZ",SINGLE,DAP
"ST LOUIS (ALL), MO","CASA GRANDE, AZ",SINGLE,MAP
"ST LOUIS (ALL), MO","CASA GRANDE, AZ",SINGLE,UREA
"ST LOUIS (ALL), MO","CEDAR CITY, UT",SINGLE,DAP
"ST LOUIS (ALL), MO","CEDAR CITY, UT",SINGLE,MAP
"ST LOUIS (ALL), MO","CEDAR CITY, UT",SINGLE,UREA
"ST LOUIS (ALL), MO","CEDAR RAPIDS, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","CEDAR RAPIDS, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","CEDAR RAPIDS, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","CENTRAL FERRY, WA",SINGLE,UREA
"ST LOUIS (ALL), MO","CHAPIN, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","CHAPIN, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","CHAPPELL, NE",SINGLE,DAP
"ST LOUIS (ALL), MO","CHAPPELL, NE",SINGLE,MAP
"ST LOUIS (ALL), MO","CHAPPELL, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","CHICAGO, IL",SINGLE,DAP
"ST LOUIS (ALL), MO","CHICAGO, IL",SINGLE,MAP
"ST LOUIS (ALL), MO","CHICAGO, IL",SINGLE,UREA
"ST LOUIS (ALL), MO","CHICO, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","CHICO, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","CHICO, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","CHOICELAND, SK",SINGLE,DAP
"ST LOUIS (ALL), MO","CHOICELAND, SK",SINGLE,MAP
"ST LOUIS (ALL), MO","CLARE, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","CLARE, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","CLARKS GROVE, MN",SINGLE,DAP
"ST LOUIS (ALL), MO","CLARKS GROVE, MN",SINGLE,MAP
"ST LOUIS (ALL), MO","CLINTON, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","COLBY, KS",SINGLE,UREA
"ST LOUIS (ALL), MO","COOLIDGE, AZ",SINGLE,UREA
"ST LOUIS (ALL), MO","CORINNE, UT",SINGLE,UREA
"ST LOUIS (ALL), MO","COUNCIL BLUFFS, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","COZAD, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","CROSWELL, MI",SINGLE,UREA
"ST LOUIS (ALL), MO","CULVER, OR",SINGLE,DAP
"ST LOUIS (ALL), MO","CULVER, OR",SINGLE,MAP
"ST LOUIS (ALL), MO","DANSVILLE, NY",SINGLE,DAP
"ST LOUIS (ALL), MO","DANSVILLE, NY",SINGLE,MAP
"ST LOUIS (ALL), MO","DAVENPORT, NE",SINGLE,DAP
"ST LOUIS (ALL), MO","DAVENPORT, NE",SINGLE,MAP
"ST LOUIS (ALL), MO","DAWSON CREEK, BC",SINGLE,DAP
"ST LOUIS (ALL), MO","DAWSON CREEK, BC",SINGLE,MAP
"ST LOUIS (ALL), MO","DAWSON CREEK, BC",SINGLE,UREA
"ST LOUIS (ALL), MO","DELTA, UT",SINGLE,UREA
"ST LOUIS (ALL), MO","DENVER, CO",SINGLE,UREA
"ST LOUIS (ALL), MO","DERRY, OR",SINGLE,DAP
"ST LOUIS (ALL), MO","DERRY, OR",SINGLE,MAP
"ST LOUIS (ALL), MO","DERRY, OR",SINGLE,UREA
"ST LOUIS (ALL), MO","DILLARD, OR",SINGLE,UREA
"ST LOUIS (ALL), MO","DILLON, MT",SINGLE,DAP
"ST LOUIS (ALL), MO","DILLON, MT",SINGLE,MAP
"ST LOUIS (ALL), MO","DILLON, MT",SINGLE,UREA
"ST LOUIS (ALL), MO","DUGALD, MB",SINGLE,DAP
"ST LOUIS (ALL), MO","DUGALD, MB",SINGLE,MAP
"ST LOUIS (ALL), MO","DUNKERTON, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","DUNKERTON, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","EL CENTRO, CA",SINGLE,DAP
"ST LOUIS (ALL), MO","EL CENTRO, CA",SINGLE,MAP
"ST LOUIS (ALL), MO","EL CENTRO, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","EL RENO, OK",SINGLE,DAP
"ST LOUIS (ALL), MO","EL RENO, OK",SINGLE,MAP
"ST LOUIS (ALL), MO","ELSTOW, SK",SINGLE,DAP
"ST LOUIS (ALL), MO","ELSTOW, SK",SINGLE,MAP
"ST LOUIS (ALL), MO","EMMETT, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","EMMETT, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","EVANSVILLE, WI",SINGLE,DAP
"ST LOUIS (ALL), MO","EVANSVILLE, WI",SINGLE,MAP
"ST LOUIS (ALL), MO","EVANSVILLE, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","FAIRMOUNT, ND",SINGLE,DAP
"ST LOUIS (ALL), MO","FAIRMOUNT, ND",SINGLE,MAP
"ST LOUIS (ALL), MO","FALLS CITY, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","FARNHAMVILLE, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","FILER, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","FILER, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","FILER, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","FORTUNA, ND",SINGLE,UREA
"ST LOUIS (ALL), MO","FOWLER, IN",SINGLE,DAP
"ST LOUIS (ALL), MO","FOWLER, IN",SINGLE,MAP
"ST LOUIS (ALL), MO","FRENCH CAMP, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","FRESNO, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","FRUITA, CO",SINGLE,UREA
"ST LOUIS (ALL), MO","GARDEN CITY, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","GARDEN CITY, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","GARLAND, UT",SINGLE,UREA
"ST LOUIS (ALL), MO","GERING, NE",SINGLE,DAP
"ST LOUIS (ALL), MO","GERING, NE",SINGLE,MAP
"ST LOUIS (ALL), MO","GERING, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","GLENNS FERRY, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","GLENNS FERRY, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","GLENNS FERRY, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","GLENWOOD, AR",SINGLE,UREA
"ST LOUIS (ALL), MO","GOLDEN VALLEY, ID",SINGLE,DAP
"ST LOUIS (ALL), MO","GOLDEN VALLEY, ID",SINGLE,MAP
"ST LOUIS (ALL), MO","GOLDEN VALLEY, ID",SINGLE,UREA
"ST LOUIS (ALL), MO","GOLDFIELD, IA",SINGLE,UREA
"ST LOUIS (ALL), MO","GOODLAND, KS",SINGLE,DAP
"ST LOUIS (ALL), MO","GOODLAND, KS",SINGLE,MAP
"ST LOUIS (ALL), MO","GOSHEN JCT, CA",SINGLE,UREA
"ST LOUIS (ALL), MO","GOTHENBURG, NE",SINGLE,DAP
"ST LOUIS (ALL), MO","GOTHENBURG, NE",SINGLE,MAP
"ST LOUIS (ALL), MO","GOTHENBURG, NE",SINGLE,UREA
"ST LOUIS (ALL), MO","GRAETTINGER, IA",SINGLE,DAP
"ST LOUIS (ALL), MO","GRAETTINGER, IA",SINGLE,MAP
"ST LOUIS (ALL), MO","GRAND MARSH, WI",SINGLE,UREA
"ST LOUIS (ALL), MO","GRAND RAPIDS, MI",SINGLE,UREA
