originLocation,destinationLocation,equipmentType,productType
"ROSEPORT, MN","SUTHERLAND, NE",SINGLE,ATS
"ROSEPORT, MN","THREE RIVERS, MI",SINGLE,ATS
"ROSEPORT, MN","TOLONO, IL",SINGLE,ATS
"ROSEPORT, MN","TRACY, MN",SINGLE,ATS
"ROSEPORT, MN","VINCENT, IA",SINGLE,ATS
"ROSEPORT, MN","WATERLOO, NY",SINGLE,ATS
"ROSEPORT, MN","WATSEKA, IL",SINGLE,ATS
"ROSEPORT, MN","WAWAKA, IN",SINGLE,ATS
"ROSEPORT, MN","WAYLAND, MI",SINGLE,ATS
"ROSEPORT, MN","WELCOME, MN",SINGLE,ATS
"ROSEPORT, MN","WEST BOWDLE, SD",SINGLE,ATS
"ROSEPORT, MN","WEYERS CAVE, VA",SINGLE,ATS
"ROSEPORT, MN","WHITESVILLE, IN",SINGLE,ATS
"ROSEPORT, MN","WILLIAMSON, NY",SINGLE,ATS
"ROSEPORT, MN","WILMINGTON, NC",SINGLE,ATS
"ROSEPORT, MN","WOLSEY, SD",SINGLE,ATS
"ROSEPORT, MN","YODER, IN",SINGLE,ATS
"SAINT JAMES, LA","ALGONA, IA",SINGLE,METHANOL
"SAINT JAMES, LA","ARVADA, CO",SINGLE,METHANOL
"SAINT JAMES, LA","BATON ROUGE, LA",SINGLE,METHANOL
"SAINT JAMES, LA","BEAUHARNOIS, QC",SINGLE,METHANOL
"SAINT JAMES, LA","BELLE, WV",SINGLE,METHANOL
"SAINT JAMES, LA","BEOWAWE, NV",SINGLE,METHANOL
"SAINT JAMES, LA","BIRMINGHAM, AL",SINGLE,METHANOL
"SAINT JAMES, LA","BORGER, TX",SINGLE,METHANOL
"SAINT JAMES, LA","BROWNWOOD, TX",SINGLE,METHANOL
"SAINT JAMES, LA","BUTLER, WI",SINGLE,METHANOL
"SAINT JAMES, LA","BYNUM, AL",SINGLE,METHANOL
"SAINT JAMES, LA","CALGARY, AB",SINGLE,METHANOL
"SAINT JAMES, LA","CALMAR, AB",SINGLE,METHANOL
"SAINT JAMES, LA","CARLSBAD, NM",SINGLE,METHANOL
"SAINT JAMES, LA","CASPER, WY",SINGLE,METHANOL
"SAINT JAMES, LA","CHICAGO, IL",SINGLE,METHANOL
"SAINT JAMES, LA","CHINO, CA",SINGLE,METHANOL
"SAINT JAMES, LA","CLEBURNE, TX",SINGLE,METHANOL
"SAINT JAMES, LA","CLINTON (SAYRE), OK",SINGLE,METHANOL
"SAINT JAMES, LA","CLINTON, MO",SINGLE,METHANOL
"SAINT JAMES, LA","COLUMBUS, OH",SINGLE,METHANOL
"SAINT JAMES, LA","COMMERCE CITY, CO",SINGLE,METHANOL
"SAINT JAMES, LA","COTTAGE GROVE, WI",SINGLE,METHANOL
"SAINT JAMES, LA","CRESSON, TX",SINGLE,METHANOL
"SAINT JAMES, LA","CROSSETT, AR",SINGLE,METHANOL
"SAINT JAMES, LA","DENVER, CO",SINGLE,METHANOL
"SAINT JAMES, LA","DETROIT, MI",SINGLE,METHANOL
"SAINT JAMES, LA","DICKINSON, ND",SINGLE,METHANOL
"SAINT JAMES, LA","DISCOVERY PARK, OH",SINGLE,METHANOL
"SAINT JAMES, LA","DOUGLAS, WY",SINGLE,METHANOL
"SAINT JAMES, LA","EAGAN, MN",SINGLE,METHANOL
"SAINT JAMES, LA","EAST CHICAGO, IN",SINGLE,METHANOL
"SAINT JAMES, LA","EAST SAINT LOUIS, IL",SINGLE,METHANOL
"SAINT JAMES, LA","EDSON, AB",SINGLE,METHANOL
"SAINT JAMES, LA","EL DORADO, KS",SINGLE,METHANOL
"SAINT JAMES, LA","EL PASO, TX",SINGLE,METHANOL
"SAINT JAMES, LA","EL RENO, OK",SINGLE,METHANOL
"SAINT JAMES, LA","ERIE, PA",SINGLE,METHANOL
"SAINT JAMES, LA","FORT LUPTON, CO",SINGLE,METHANOL
"SAINT JAMES, LA","FOUNTAIN, AL",SINGLE,METHANOL
"SAINT JAMES, LA","FREEPORT, TX",SINGLE,METHANOL
"SAINT JAMES, LA","FT WORTH, TX",SINGLE,METHANOL
"SAINT JAMES, LA","GALLUP, NM",SINGLE,METHANOL
"SAINT JAMES, LA","GEISMAR, LA",SINGLE,METHANOL
"SAINT JAMES, LA","GILMAN, IL",SINGLE,METHANOL
"SAINT JAMES, LA","GLENDALE, AZ",SINGLE,METHANOL
"SAINT JAMES, LA","GLENDIVE, MT",SINGLE,METHANOL
"SAINT JAMES, LA","GRANDE PRAIRIE, AB",SINGLE,METHANOL
"SAINT JAMES, LA","GRAYLING, MI",SINGLE,METHANOL
"SAINT JAMES, LA","HARLINGEN, TX",SINGLE,METHANOL
"SAINT JAMES, LA","HENDERSON, CO",SINGLE,METHANOL
"SAINT JAMES, LA","HORNBY, ON",SINGLE,METHANOL
"SAINT JAMES, LA","INTERNATIONAL FALLS, MN",SINGLE,METHANOL
"SAINT JAMES, LA","JACKSONVILLE, FL",SINGLE,METHANOL
"SAINT JAMES, LA","KALAMAZOO, QC",SINGLE,METHANOL
"SAINT JAMES, LA","KALKASKA, MI",SINGLE,METHANOL
"SAINT JAMES, LA","KAMLOOPS, BC",SINGLE,METHANOL
"SAINT JAMES, LA","KANSAS CITY, KS",SINGLE,METHANOL
"SAINT JAMES, LA","KANSAS CITY, MO",SINGLE,METHANOL
"SAINT JAMES, LA","KEENESBURG, CO",SINGLE,METHANOL
"SAINT JAMES, LA","KINGSPORT, TN",SINGLE,METHANOL
"SAINT JAMES, LA","LA SALLE, CO",SINGLE,METHANOL
"SAINT JAMES, LA","LEDUC, AB",SINGLE,METHANOL
"SAINT JAMES, LA","LEMONT, IL",SINGLE,METHANOL
"SAINT JAMES, LA","LEVIS, QC",SINGLE,METHANOL
"SAINT JAMES, LA","LONGUEUIL, QC",SINGLE,METHANOL
"SAINT JAMES, LA","LOUISVILLE, KY",SINGLE,METHANOL
"SAINT JAMES, LA","LYONS (STERLING), KS",SINGLE,METHANOL
"SAINT JAMES, LA","MANLY, IA",SINGLE,METHANOL
"SAINT JAMES, LA","MARS, PA",SINGLE,METHANOL
"SAINT JAMES, LA","MASON CITY, IA",SINGLE,METHANOL
"SAINT JAMES, LA","MASON, MI",SINGLE,METHANOL
"SAINT JAMES, LA","MEMPHIS, TN",SINGLE,METHANOL
"SAINT JAMES, LA","MIDLAND, MI",SINGLE,METHANOL
"SAINT JAMES, LA","MIDLAND, TX",SINGLE,METHANOL
"SAINT JAMES, LA","MILAN, MI",SINGLE,METHANOL
"SAINT JAMES, LA","MINNEAPOLIS, MN",SINGLE,METHANOL
"SAINT JAMES, LA","MINOT, ND",SINGLE,METHANOL
"SAINT JAMES, LA","MONAHANS, TX",SINGLE,METHANOL
"SAINT JAMES, LA","MORRISVILLE, PA",SINGLE,METHANOL
"SAINT JAMES, LA","MUNCIE, KS",SINGLE,METHANOL
"SAINT JAMES, LA","MUSKEGON HEIGHTS, MI",SINGLE,METHANOL
"SAINT JAMES, LA","NASHVILLE, TN",SINGLE,METHANOL
"SAINT JAMES, LA","NEW ORLEANS, LA",SINGLE,METHANOL
"SAINT JAMES, LA","NIAGARA FALLS, NY",SINGLE,METHANOL
"SAINT JAMES, LA","NORTH CHICAGO, IL",SINGLE,METHANOL
"SAINT JAMES, LA","NORTH HOPE, AR",SINGLE,METHANOL
"SAINT JAMES, LA","NORTH LITTLE ROCK, AR",SINGLE,METHANOL
"SAINT JAMES, LA","NORTH PORTLAND, OR",SINGLE,METHANOL
"SAINT JAMES, LA","NORTHGATE, SK",SINGLE,METHANOL
"SAINT JAMES, LA","OAKMONT, PA",SINGLE,METHANOL
"SAINT JAMES, LA","ODESSA, TX",SINGLE,METHANOL
"SAINT JAMES, LA","OGDEN, UT",SINGLE,METHANOL
"SAINT JAMES, LA","OKLAHOMA CITY, OK",SINGLE,METHANOL
"SAINT JAMES, LA","OWENSBORO, KY",SINGLE,METHANOL
"SAINT JAMES, LA","PECOS, TX",SINGLE,METHANOL
"SAINT JAMES, LA","PLEASANT PRARIE, WI",SINGLE,METHANOL
"SAINT JAMES, LA","PORT COQUITLAM, BC",SINGLE,METHANOL
"SAINT JAMES, LA","PORT LACAVA, TX",SINGLE,METHANOL
"SAINT JAMES, LA","PORTLAND, OR",SINGLE,METHANOL
"SAINT JAMES, LA","POSEY, TX",SINGLE,METHANOL
"SAINT JAMES, LA","PUEBLO, CO",SINGLE,METHANOL
"SAINT JAMES, LA","RED DEER, AB",SINGLE,METHANOL
"SAINT JAMES, LA","ROSEVILLE, MN",SINGLE,METHANOL
"SAINT JAMES, LA","SAINT LOUIS, MO",SINGLE,METHANOL
"SAINT JAMES, LA","SALEM, IL",SINGLE,METHANOL
"SAINT JAMES, LA","SALT LAKE CITY, UT",SINGLE,METHANOL
"SAINT JAMES, LA","SEATTLE, WA",SINGLE,METHANOL
"SAINT JAMES, LA","SERGEANT BLUFF, IA",SINGLE,METHANOL
"SAINT JAMES, LA","SHEBOYGAN, WI",SINGLE,METHANOL
"SAINT JAMES, LA","SLATON, TX",SINGLE,METHANOL
"SAINT JAMES, LA","SPARKS, NV",SINGLE,METHANOL
"SAINT JAMES, LA","ST HYACINTHE, QC",SINGLE,METHANOL
"SAINT JAMES, LA","SUGAR LAND, TX",SINGLE,METHANOL
"SAINT JAMES, LA","TAYLORSVILLE, MS",SINGLE,METHANOL
"SAINT JAMES, LA","THOROLD, ON",SINGLE,METHANOL
"SAINT JAMES, LA","TOLEDO AIRLINE, OH",SINGLE,METHANOL
"SAINT JAMES, LA","TOLEDO, OH",SINGLE,METHANOL
"SAINT JAMES, LA","TORONTO CARGOFLO, ON",SINGLE,METHANOL
"SAINT JAMES, LA","TUTTLE, OK",SINGLE,METHANOL
"SAINT JAMES, LA","VAL D'OR, QC",SINGLE,METHANOL
"SAINT JAMES, LA","VAN WERT, OH",SINGLE,METHANOL
"SAINT JAMES, LA","WASHINGTON, IA",SINGLE,METHANOL
"SAINT JAMES, LA","WATSEKA, IL",SINGLE,METHANOL
"SAINT JAMES, LA","WAYNE, MI",SINGLE,METHANOL
"SAINT JAMES, LA","WEST UPTON, MA",SINGLE,METHANOL
"SAINT JAMES, LA","WHITECOURT, AB",SINGLE,METHANOL
"SAINT JAMES, LA","WICHITA, KS",SINGLE,METHANOL
"SAINT JAMES, LA","WILLISTON, ND",SINGLE,METHANOL
"SAINT JAMES, LA","WILLOW SPRINGS, MO",SINGLE,METHANOL
"SAINT JAMES, LA","WINNIPEG, MB",SINGLE,METHANOL
"SAINT JAMES, LA","WOODS CROSS, UT",SINGLE,METHANOL
"SAINT JAMES, LA","YALE, TN",SINGLE,METHANOL
"SAINT LOUIS, MO","ALLIANCE, NE",SINGLE,DAP
"SAINT LOUIS, MO","ALLIANCE, NE",SINGLE,MAP
"SAINT LOUIS, MO","ALPAUGH, CA",SINGLE,UREA
"SAINT LOUIS, MO","ALTON, ND",85 UT,DAP
"SAINT LOUIS, MO","ALTON, ND",85 UT,MAP
"SAINT LOUIS, MO","ALTON, ND",85 UT,UREA
"SAINT LOUIS, MO","ARVILLA, ND",85 UT,DAP
"SAINT LOUIS, MO","ARVILLA, ND",85 UT,MAP
"SAINT LOUIS, MO","ARVILLA, ND",85 UT,UREA
"SAINT LOUIS, MO","ATTICA, OH",SINGLE,UREA
"SAINT LOUIS, MO","AUBURN, MI",SINGLE,UREA
"SAINT LOUIS, MO","AURORA, MO",SINGLE,UREA
"SAINT LOUIS, MO","AURORA, NE",85 UT,DAP
"SAINT LOUIS, MO","AURORA, NE",85 UT,MAP
"SAINT LOUIS, MO","AURORA, NE",85 UT,UREA
"SAINT LOUIS, MO","BASIN, WY",SINGLE,UREA
"SAINT LOUIS, MO","BATH, SD",85 UT,DAP
"SAINT LOUIS, MO","BATH, SD",85 UT,MAP
"SAINT LOUIS, MO","BATH, SD",85 UT,UREA
"SAINT LOUIS, MO","BATH, SD",SINGLE,DAP
"SAINT LOUIS, MO","BATH, SD",SINGLE,MAP
"SAINT LOUIS, MO","BAYARD, IA",85 UT,DAP
"SAINT LOUIS, MO","BAYARD, IA",85 UT,MAP
"SAINT LOUIS, MO","BAYARD, IA",85 UT,UREA
"SAINT LOUIS, MO","BEARDSLEY, SD",85 UT,DAP
"SAINT LOUIS, MO","BEARDSLEY, SD",85 UT,MAP
"SAINT LOUIS, MO","BEARDSLEY, SD",85 UT,UREA
"SAINT LOUIS, MO","BELGRADE, MT",SINGLE,DAP
"SAINT LOUIS, MO","BELGRADE, MT",SINGLE,MAP
"SAINT LOUIS, MO","BELTRAMI, MN",85 UT,DAP
"SAINT LOUIS, MO","BELTRAMI, MN",85 UT,MAP
"SAINT LOUIS, MO","BELTRAMI, MN",85 UT,UREA
"SAINT LOUIS, MO","BERTHOLD, ND",SINGLE,UREA
"SAINT LOUIS, MO","BIEBER, CA",SINGLE,UREA
"SAINT LOUIS, MO","BILLINGS, MT",SINGLE,UREA
"SAINT LOUIS, MO","BISBEE, ND",85 UT,DAP
"SAINT LOUIS, MO","BISBEE, ND",85 UT,MAP
"SAINT LOUIS, MO","BISBEE, ND",85 UT,UREA
"SAINT LOUIS, MO","BOTKINS, OH",SINGLE,UREA
"SAINT LOUIS, MO","BOTTINEAU, ND",85 UT,DAP
"SAINT LOUIS, MO","BOTTINEAU, ND",85 UT,MAP
"SAINT LOUIS, MO","BOTTINEAU, ND",85 UT,UREA
"SAINT LOUIS, MO","BOTTINEAU, ND",SINGLE,DAP
"SAINT LOUIS, MO","BOTTINEAU, ND",SINGLE,MAP
"SAINT LOUIS, MO","BOWBELLS, ND",SINGLE,UREA
"SAINT LOUIS, MO","BOYLE, ND",85 UT,DAP
"SAINT LOUIS, MO","BOYLE, ND",85 UT,MAP
"SAINT LOUIS, MO","BOYLE, ND",85 UT,UREA
"SAINT LOUIS, MO","BRECKENRIDGE, MI",SINGLE,UREA
"SAINT LOUIS, MO","BRIDGEPORT, NE",SINGLE,UREA
"SAINT LOUIS, MO","BRISTOL, SD",SINGLE,UREA
"SAINT LOUIS, MO","BRUCE, WA",SINGLE,UREA
"SAINT LOUIS, MO","BURLINGTON, WA",SINGLE,UREA
"SAINT LOUIS, MO","CASEY, IL",SINGLE,DAP
"SAINT LOUIS, MO","CASEY, IL",SINGLE,MAP
"SAINT LOUIS, MO","CASEY, IL",SINGLE,UREA
"SAINT LOUIS, MO","CASSELTON, ND",85 UT,DAP
"SAINT LOUIS, MO","CASSELTON, ND",85 UT,MAP
"SAINT LOUIS, MO","CASSELTON, ND",85 UT,UREA
"SAINT LOUIS, MO","CENTRAL FERRY, WA",SINGLE,UREA
"SAINT LOUIS, MO","CHICAGO, IL",SINGLE,DAP
"SAINT LOUIS, MO","CHICAGO, IL",SINGLE,MAP
"SAINT LOUIS, MO","CINCINNATI, OH",SINGLE,UREA
"SAINT LOUIS, MO","COLLINS, MT",85 UT,DAP
"SAINT LOUIS, MO","COLLINS, MT",85 UT,MAP
"SAINT LOUIS, MO","COLLINS, MT",85 UT,UREA
"SAINT LOUIS, MO","COLLINS, MT",SINGLE,UREA
"SAINT LOUIS, MO","CONCORDIA, KS",85 UT,DAP
"SAINT LOUIS, MO","CONCORDIA, KS",85 UT,MAP
"SAINT LOUIS, MO","CONCORDIA, KS",85 UT,UREA
"SAINT LOUIS, MO","CONRAD, MT",SINGLE,UREA
"SAINT LOUIS, MO","CRESTON, IA",85 UT,DAP
"SAINT LOUIS, MO","CRESTON, IA",85 UT,MAP
"SAINT LOUIS, MO","CRESTON, IA",85 UT,UREA
"SAINT LOUIS, MO","CROSWELL, MI",SINGLE,UREA
"SAINT LOUIS, MO","CRYSTAL, ND",85 UT,DAP
"SAINT LOUIS, MO","CRYSTAL, ND",85 UT,MAP
"SAINT LOUIS, MO","CRYSTAL, ND",85 UT,UREA
"SAINT LOUIS, MO","CRYSTAL, ND",SINGLE,UREA
"SAINT LOUIS, MO","DANSVILLE, NY",SINGLE,DAP
"SAINT LOUIS, MO","DANSVILLE, NY",SINGLE,MAP
"SAINT LOUIS, MO","DANVILLE, IL",SINGLE,UREA
"SAINT LOUIS, MO","DONALD, OR",SINGLE,DAP
"SAINT LOUIS, MO","DONALD, OR",SINGLE,MAP
"SAINT LOUIS, MO","DOYON, ND",85 UT,UREA
"SAINT LOUIS, MO","DRAYTON, ND",85 UT,UREA
"SAINT LOUIS, MO","DRAYTON, ND",SINGLE,UREA
"SAINT LOUIS, MO","EDGAR, MT",SINGLE,UREA
"SAINT LOUIS, MO","EDGELEY, ND",SINGLE,DAP
"SAINT LOUIS, MO","EDGELEY, ND",SINGLE,MAP
"SAINT LOUIS, MO","EDISON, NE",85 UT,DAP
"SAINT LOUIS, MO","EDISON, NE",85 UT,MAP
"SAINT LOUIS, MO","EDISON, NE",85 UT,UREA
"SAINT LOUIS, MO","ELKTON, MI",SINGLE,UREA
"SAINT LOUIS, MO","ELSIE, NE",SINGLE,UREA
"SAINT LOUIS, MO","ENSIGN, KS",85 UT,DAP
"SAINT LOUIS, MO","ENSIGN, KS",85 UT,MAP
"SAINT LOUIS, MO","ENSIGN, KS",85 UT,UREA
"SAINT LOUIS, MO","ERSKINE, MN",85 UT,DAP
"SAINT LOUIS, MO","ERSKINE, MN",85 UT,MAP
"SAINT LOUIS, MO","ERSKINE, MN",85 UT,UREA
"SAINT LOUIS, MO","ESSEXVILLE, MI",SINGLE,UREA
"SAINT LOUIS, MO","FAIRFIELD, MT",SINGLE,UREA
"SAINT LOUIS, MO","FAYETTEVILLE, NC",SINGLE,UREA
"SAINT LOUIS, MO","FINLEY, WA",SINGLE,UREA
"SAINT LOUIS, MO","FRIONA, TX",85 UT,DAP
"SAINT LOUIS, MO","FRIONA, TX",85 UT,MAP
"SAINT LOUIS, MO","FRIONA, TX",85 UT,UREA
"SAINT LOUIS, MO","FRITCHTON, IN",SINGLE,UREA
"SAINT LOUIS, MO","GENEVA, NY",SINGLE,UREA
"SAINT LOUIS, MO","GLADE, WA",SINGLE,UREA
"SAINT LOUIS, MO","GLOSSOP, MB",SINGLE,UREA
"SAINT LOUIS, MO","GRAND FORKS, ND",85 UT,DAP
"SAINT LOUIS, MO","GRAND FORKS, ND",85 UT,MAP
"SAINT LOUIS, MO","GRAND FORKS, ND",85 UT,UREA
"SAINT LOUIS, MO","GRAND FORKS, ND",SINGLE,UREA
"SAINT LOUIS, MO","GRAND RAPIDS, MI",SINGLE,UREA
"SAINT LOUIS, MO","GRANT, MI",SINGLE,UREA
"SAINT LOUIS, MO","GRAYLING, MI",SINGLE,UREA
"SAINT LOUIS, MO","GREAT FALLS, MT",SINGLE,DAP
"SAINT LOUIS, MO","GREAT FALLS, MT",SINGLE,MAP
"SAINT LOUIS, MO","GREAT FALLS, MT",SINGLE,UREA
"SAINT LOUIS, MO","GROVE, MT",85 UT,DAP
"SAINT LOUIS, MO","GROVE, MT",85 UT,MAP
"SAINT LOUIS, MO","GROVE, MT",85 UT,UREA
"SAINT LOUIS, MO","GWINNER, ND",85 UT,UREA
"SAINT LOUIS, MO","HAMBERG, ND",85 UT,UREA
"SAINT LOUIS, MO","HANNAFORD, ND",85 UT,DAP
"SAINT LOUIS, MO","HANNAFORD, ND",85 UT,MAP
"SAINT LOUIS, MO","HANNAFORD, ND",85 UT,UREA
"SAINT LOUIS, MO","HARDIN, MO",85 UT,DAP
"SAINT LOUIS, MO","HARDIN, MO",85 UT,MAP
"SAINT LOUIS, MO","HARDIN, MT",SINGLE,UREA
"SAINT LOUIS, MO","HARRISBURG, OR",SINGLE,UREA
"SAINT LOUIS, MO","HASTINGS, NE",SINGLE,UREA
"SAINT LOUIS, MO","HEMINGFORD, NE",SINGLE,UREA
"SAINT LOUIS, MO","HEMLOCK, MI",SINGLE,UREA
"SAINT LOUIS, MO","HERMAN, MN",85 UT,DAP
"SAINT LOUIS, MO","HERMAN, MN",85 UT,MAP
"SAINT LOUIS, MO","HESPER, MT",SINGLE,UREA
"SAINT LOUIS, MO","HINGHAM, MT",SINGLE,UREA
"SAINT LOUIS, MO","HOLDREDGE, NE",SINGLE,UREA
"SAINT LOUIS, MO","HOLLOWAY, MN",85 UT,DAP
"SAINT LOUIS, MO","HOLLOWAY, MN",85 UT,MAP
"SAINT LOUIS, MO","HOLLOWAY, MN",85 UT,UREA
"SAINT LOUIS, MO","HOPMERE, OR",SINGLE,UREA
"SAINT LOUIS, MO","HUTCHINSON, KS",85 UT,DAP
"SAINT LOUIS, MO","HUTCHINSON, KS",85 UT,MAP
"SAINT LOUIS, MO","HUTCHINSON, KS",85 UT,UREA
"SAINT LOUIS, MO","IPSWICH, SD",85 UT,DAP
"SAINT LOUIS, MO","IPSWICH, SD",85 UT,MAP
"SAINT LOUIS, MO","IPSWICH, SD",85 UT,UREA
"SAINT LOUIS, MO","IPSWICH, SD",SINGLE,DAP
"SAINT LOUIS, MO","IPSWICH, SD",SINGLE,MAP
"SAINT LOUIS, MO","ISLAND PARK, IA",85 UT,DAP
"SAINT LOUIS, MO","ISLAND PARK, IA",85 UT,MAP
"SAINT LOUIS, MO","ISLAND PARK, IA",85 UT,UREA
"SAINT LOUIS, MO","JAMESTOWN, ND",85 UT,DAP
"SAINT LOUIS, MO","JAMESTOWN, ND",85 UT,MAP
"SAINT LOUIS, MO","JAMESTOWN, ND",85 UT,UREA
"SAINT LOUIS, MO","JEFFERSONVILLE, IN",SINGLE,UREA
"SAINT LOUIS, MO","KENNEBEC, SD",85 UT,DAP
"SAINT LOUIS, MO","KENNEBEC, SD",85 UT,MAP
"SAINT LOUIS, MO","KENNEBEC, SD",85 UT,UREA
"SAINT LOUIS, MO","KENNEBEC, SD",SINGLE,DAP
"SAINT LOUIS, MO","KENNEBEC, SD",SINGLE,MAP
"SAINT LOUIS, MO","KENNEBEC, SD",SINGLE,UREA
"SAINT LOUIS, MO","KERSHAW, MT",85 UT,UREA
"SAINT LOUIS, MO","KIMBALL, SD",85 UT,DAP
"SAINT LOUIS, MO","KIMBALL, SD",85 UT,MAP
"SAINT LOUIS, MO","KIMBALL, SD",85 UT,UREA
"SAINT LOUIS, MO","KINDRED, ND",85 UT,DAP
"SAINT LOUIS, MO","KINDRED, ND",85 UT,MAP
"SAINT LOUIS, MO","KINDRED, ND",85 UT,UREA
"SAINT LOUIS, MO","KINGS PARK, CA",SINGLE,UREA
"SAINT LOUIS, MO","LAKE ODESSA, MI",SINGLE,UREA
"SAINT LOUIS, MO","LAKOTA, ND",85 UT,DAP
"SAINT LOUIS, MO","LAKOTA, ND",85 UT,MAP
"SAINT LOUIS, MO","LAKOTA, ND",85 UT,UREA
"SAINT LOUIS, MO","LANGDON, ND",85 UT,UREA
"SAINT LOUIS, MO","LANGDON, ND",SINGLE,UREA
"SAINT LOUIS, MO","LEEDS, ND",85 UT,UREA
"SAINT LOUIS, MO","LEEDS, ND",SINGLE,UREA
"SAINT LOUIS, MO","LEMMON, SD",85 UT,DAP
"SAINT LOUIS, MO","LEMMON, SD",85 UT,MAP
"SAINT LOUIS, MO","LEMMON, SD",85 UT,UREA
"SAINT LOUIS, MO","LOCKWOOD, MT",85 UT,DAP
"SAINT LOUIS, MO","LOCKWOOD, MT",85 UT,MAP
"SAINT LOUIS, MO","LOCKWOOD, MT",85 UT,UREA
"SAINT LOUIS, MO","LOCKWOOD, MT",SINGLE,DAP
"SAINT LOUIS, MO","LOCKWOOD, MT",SINGLE,MAP
"SAINT LOUIS, MO","LOCKWOOD, MT",SINGLE,UREA
"SAINT LOUIS, MO","LOOGOOTEE, IN",SINGLE,UREA
"SAINT LOUIS, MO","LOOMIS, NE",85 UT,DAP
"SAINT LOUIS, MO","LOOMIS, NE",85 UT,MAP
"SAINT LOUIS, MO","LOOMIS, NE",85 UT,UREA
"SAINT LOUIS, MO","LOWVILLE, NY",SINGLE,UREA
"SAINT LOUIS, MO","MACON, MT",85 UT,DAP
"SAINT LOUIS, MO","MACON, MT",85 UT,MAP
"SAINT LOUIS, MO","MACON, MT",85 UT,UREA
"SAINT LOUIS, MO","MADISON, MN",SINGLE,UREA
"SAINT LOUIS, MO","MADISON, SD",85 UT,DAP
"SAINT LOUIS, MO","MADISON, SD",85 UT,MAP
"SAINT LOUIS, MO","MADISON, SD",85 UT,UREA
"SAINT LOUIS, MO","MADRAS, OR",SINGLE,UREA
"SAINT LOUIS, MO","MAKWA, MB",SINGLE,UREA
"SAINT LOUIS, MO","MARION, SD",85 UT,DAP
"SAINT LOUIS, MO","MARION, SD",85 UT,MAP
"SAINT LOUIS, MO","MARION, SD",85 UT,UREA
"SAINT LOUIS, MO","MARYSVILLE, OH",SINGLE,UREA
"SAINT LOUIS, MO","MCLAUGHLIN, SD",85 UT,DAP
"SAINT LOUIS, MO","MCLAUGHLIN, SD",85 UT,MAP
"SAINT LOUIS, MO","MCLAUGHLIN, SD",85 UT,UREA
"SAINT LOUIS, MO","MCLAUGHLIN, SD",SINGLE,UREA
"SAINT LOUIS, MO","MELLETTE, SD",SINGLE,UREA
"SAINT LOUIS, MO","MIDDLEPORT, NY",SINGLE,UREA
"SAINT LOUIS, MO","MIDDLETON, MI",SINGLE,UREA
"SAINT LOUIS, MO","MILES CITY, MT",SINGLE,UREA
"SAINT LOUIS, MO","MILTON, ND",85 UT,DAP
"SAINT LOUIS, MO","MILTON, ND",85 UT,MAP
"SAINT LOUIS, MO","MILTON, ND",85 UT,UREA
"SAINT LOUIS, MO","MINOT, ND",85 UT,UREA
"SAINT LOUIS, MO","MINOT, ND",SINGLE,UREA
"SAINT LOUIS, MO","MITCHELL, SD",85 UT,DAP
"SAINT LOUIS, MO","MITCHELL, SD",85 UT,MAP
"SAINT LOUIS, MO","MITCHELL, SD",85 UT,UREA
"SAINT LOUIS, MO","MONCURE, NC",SINGLE,UREA
"SAINT LOUIS, MO","MONON, IN",SINGLE,UREA
"SAINT LOUIS, MO","MOSES LAKE, WA",SINGLE,UREA
"SAINT LOUIS, MO","MURDOCK, MN",85 UT,DAP
"SAINT LOUIS, MO","MURDOCK, MN",85 UT,MAP
"SAINT LOUIS, MO","MURDOCK, MN",85 UT,UREA
"SAINT LOUIS, MO","MURDOCK, MN",SINGLE,UREA
"SAINT LOUIS, MO","NIVERVILLE, NY",SINGLE,UREA
"SAINT LOUIS, MO","NORTHGATE, SK",85 UT,DAP
"SAINT LOUIS, MO","NORTHGATE, SK",85 UT,MAP
"SAINT LOUIS, MO","NORTHGATE, SK",85 UT,UREA
"SAINT LOUIS, MO","NORTHGATE, SK",SINGLE,DAP
"SAINT LOUIS, MO","NORTHGATE, SK",SINGLE,MAP
"SAINT LOUIS, MO","NORTHGATE, SK",SINGLE,UREA
"SAINT LOUIS, MO","NORWALK, OH",SINGLE,UREA
"SAINT LOUIS, MO","OAKES, ND",85 UT,DAP
"SAINT LOUIS, MO","OAKES, ND",85 UT,MAP
"SAINT LOUIS, MO","OAKES, ND",85 UT,UREA
"SAINT LOUIS, MO","OAKES, ND",SINGLE,UREA
"SAINT LOUIS, MO","OAKLAND, NE",85 UT,DAP
"SAINT LOUIS, MO","OAKLAND, NE",85 UT,MAP
"SAINT LOUIS, MO","OAKLAND, NE",85 UT,UREA
"SAINT LOUIS, MO","OAKTOWN, IN",SINGLE,UREA
"SAINT LOUIS, MO","OTTAWA, OH",SINGLE,DAP
"SAINT LOUIS, MO","OTTAWA, OH",SINGLE,MAP
"SAINT LOUIS, MO","PARR (CRAWFORDSVILLE), IN",SINGLE,UREA
"SAINT LOUIS, MO","PASCO, WA",SINGLE,DAP
"SAINT LOUIS, MO","PASCO, WA",SINGLE,MAP
"SAINT LOUIS, MO","PERHAM, MN",SINGLE,UREA
"SAINT LOUIS, MO","PHELPS, NY",SINGLE,UREA
"SAINT LOUIS, MO","PIERRE, SD",SINGLE,DAP
"SAINT LOUIS, MO","PIERRE, SD",SINGLE,MAP
